series_id,game_id,round_id,y_true,ct_win_probability,t_win_probability,predicted_label,correct,map_name,round_num,source_subset,first_kill_time,first_kill_advantage_ct,first_kill_weapon,first_kill_headshot,prediction_confidence,case_type,row_position,base_value_log_odds,model_log_odds,reconstructed_ct_probability,contribution_rank,feature,feature_value,shap_value_log_odds,direction
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_8,1,0.9914688054469083,0.008531194553091703,1,True,de_vertigo,8,online,8.3671875,1,AK-47,0,0.9914688054469083,ct_high_probability,2248,0.23717808271760532,4.75545809239218,0.9914688054469083,1,t_eq_value,1000,1.3212759945756691,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_8,1,0.9914688054469083,0.008531194553091703,1,True,de_vertigo,8,online,8.3671875,1,AK-47,0,0.9914688054469083,ct_high_probability,2248,0.23717808271760532,4.75545809239218,0.9914688054469083,2,first_kill_advantage_ct,1,0.8873961280649557,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_8,1,0.9914688054469083,0.008531194553091703,1,True,de_vertigo,8,online,8.3671875,1,AK-47,0,0.9914688054469083,ct_high_probability,2248,0.23717808271760532,4.75545809239218,0.9914688054469083,3,eq_value_diff_ct,25500,0.7795931368342989,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_8,1,0.9914688054469083,0.008531194553091703,1,True,de_vertigo,8,online,8.3671875,1,AK-47,0,0.9914688054469083,ct_high_probability,2248,0.23717808271760532,4.75545809239218,0.9914688054469083,4,helmet_diff_ct,4,0.37478754206734777,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_8,1,0.9914688054469083,0.008531194553091703,1,True,de_vertigo,8,online,8.3671875,1,AK-47,0,0.9914688054469083,ct_high_probability,2248,0.23717808271760532,4.75545809239218,0.9914688054469083,5,armor_diff_ct,5,0.26357878701490045,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_8,1,0.9914688054469083,0.008531194553091703,1,True,de_vertigo,8,online,8.3671875,1,AK-47,0,0.9914688054469083,ct_high_probability,2248,0.23717808271760532,4.75545809239218,0.9914688054469083,6,rifle_diff_ct,4,0.23626788691234973,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_8,1,0.9914688054469083,0.008531194553091703,1,True,de_vertigo,8,online,8.3671875,1,AK-47,0,0.9914688054469083,ct_high_probability,2248,0.23717808271760532,4.75545809239218,0.9914688054469083,7,t_armor,0,0.1776284602762108,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_8,1,0.9914688054469083,0.008531194553091703,1,True,de_vertigo,8,online,8.3671875,1,AK-47,0,0.9914688054469083,ct_high_probability,2248,0.23717808271760532,4.75545809239218,0.9914688054469083,8,ct_eq_value,26500,0.11889278357777269,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_8,1,0.9914688054469083,0.008531194553091703,1,True,de_vertigo,8,online,8.3671875,1,AK-47,0,0.9914688054469083,ct_high_probability,2248,0.23717808271760532,4.75545809239218,0.9914688054469083,9,grenade_diff_ct,18,0.09038406275146726,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_8,1,0.9914688054469083,0.008531194553091703,1,True,de_vertigo,8,online,8.3671875,1,AK-47,0,0.9914688054469083,ct_high_probability,2248,0.23717808271760532,4.75545809239218,0.9914688054469083,10,t_grenades,0,0.07898417898187801,toward_ct
343edef3-916d-4f85-93b4-3b32c0c70d00,lan:f912d2b7-3bec-47a2-9609-0ab73fb263e3,lan:f912d2b7-3bec-47a2-9609-0ab73fb263e3_17,0,0.014660640006060785,0.9853393599939392,0,True,de_mirage,17,lan,23.10236220472441,-1,Galil AR,1,0.9853393599939392,t_high_probability,1758,0.23717808271760532,-4.207819757622232,0.01466064000606077,1,ct_eq_value,1000,-1.2266718867057502,toward_t
343edef3-916d-4f85-93b4-3b32c0c70d00,lan:f912d2b7-3bec-47a2-9609-0ab73fb263e3,lan:f912d2b7-3bec-47a2-9609-0ab73fb263e3_17,0,0.014660640006060785,0.9853393599939392,0,True,de_mirage,17,lan,23.10236220472441,-1,Galil AR,1,0.9853393599939392,t_high_probability,1758,0.23717808271760532,-4.207819757622232,0.01466064000606077,2,first_kill_advantage_ct,-1,-1.104594875942747,toward_t
