series_id,game_id,round_id,y_true,ct_win_probability,t_win_probability,predicted_label,correct,map_name,round_num,prediction_confidence,case_type,row_position,base_value_log_odds,model_log_odds,reconstructed_ct_probability,contribution_rank,feature,feature_value,shap_value_log_odds,direction
f7282b88-c653-4ce5-b4b6-8a2963548662,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c_17,1,0.9705590660622517,0.02944093393774827,1,True,de_nuke,17,0.9705590660622517,ct_high_probability,16,0.20570148669961624,3.49548624544642,0.9705590660622517,1,t_eq_value,1000,1.0577845047538674,toward_ct
f7282b88-c653-4ce5-b4b6-8a2963548662,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c_17,1,0.9705590660622517,0.02944093393774827,1,True,de_nuke,17,0.9705590660622517,ct_high_probability,16,0.20570148669961624,3.49548624544642,0.9705590660622517,2,eq_value_diff_ct,20200,1.0283668259259287,toward_ct
f7282b88-c653-4ce5-b4b6-8a2963548662,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c_17,1,0.9705590660622517,0.02944093393774827,1,True,de_nuke,17,0.9705590660622517,ct_high_probability,16,0.20570148669961624,3.49548624544642,0.9705590660622517,3,helmet_diff_ct,5,0.5202290552382944,toward_ct
f7282b88-c653-4ce5-b4b6-8a2963548662,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c_17,1,0.9705590660622517,0.02944093393774827,1,True,de_nuke,17,0.9705590660622517,ct_high_probability,16,0.20570148669961624,3.49548624544642,0.9705590660622517,4,t_armor,0,0.19714838938083756,toward_ct
f7282b88-c653-4ce5-b4b6-8a2963548662,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c_17,1,0.9705590660622517,0.02944093393774827,1,True,de_nuke,17,0.9705590660622517,ct_high_probability,16,0.20570148669961624,3.49548624544642,0.9705590660622517,5,armor_diff_ct,5,0.18028006073198743,toward_ct
f7282b88-c653-4ce5-b4b6-8a2963548662,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c_17,1,0.9705590660622517,0.02944093393774827,1,True,de_nuke,17,0.9705590660622517,ct_high_probability,16,0.20570148669961624,3.49548624544642,0.9705590660622517,6,rifle_diff_ct,4,0.12973342589821105,toward_ct
f7282b88-c653-4ce5-b4b6-8a2963548662,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c_17,1,0.9705590660622517,0.02944093393774827,1,True,de_nuke,17,0.9705590660622517,ct_high_probability,16,0.20570148669961624,3.49548624544642,0.9705590660622517,7,grenade_diff_ct,10,0.07946484764277136,toward_ct
f7282b88-c653-4ce5-b4b6-8a2963548662,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c_17,1,0.9705590660622517,0.02944093393774827,1,True,de_nuke,17,0.9705590660622517,ct_high_probability,16,0.20570148669961624,3.49548624544642,0.9705590660622517,8,ct_eq_value,21200,0.07389210183381516,toward_ct
f7282b88-c653-4ce5-b4b6-8a2963548662,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c_17,1,0.9705590660622517,0.02944093393774827,1,True,de_nuke,17,0.9705590660622517,ct_high_probability,16,0.20570148669961624,3.49548624544642,0.9705590660622517,9,ct_armor,5,0.0273598291799092,toward_ct
f7282b88-c653-4ce5-b4b6-8a2963548662,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c,lan:00b7d807-ecf2-49c5-aa70-0ee1bfc0478c_17,1,0.9705590660622517,0.02944093393774827,1,True,de_nuke,17,0.9705590660622517,ct_high_probability,16,0.20570148669961624,3.49548624544642,0.9705590660622517,10,score_diff_ct,-6,-0.022162201555277424,toward_t
f9f86156-544c-4b95-b4ca-cb5b33386198,online:58775236-4620-43ad-8433-594691181531,online:58775236-4620-43ad-8433-594691181531_17,0,0.044116307837031875,0.9558836921629681,0,True,de_vertigo,17,0.9558836921629681,t_high_probability,2933,0.20570148669961624,-3.0758067384132572,0.04411630783703206,1,eq_value_diff_ct,-20300,-1.5259089331420492,toward_t
f9f86156-544c-4b95-b4ca-cb5b33386198,online:58775236-4620-43ad-8433-594691181531,online:58775236-4620-43ad-8433-594691181531_17,0,0.044116307837031875,0.9558836921629681,0,True,de_vertigo,17,0.9558836921629681,t_high_probability,2933,0.20570148669961624,-3.0758067384132572,0.04411630783703206,2,ct_eq_value,1000,-0.7301750684894031,toward_t
f9f86156-544c-4b95-b4ca-cb5b33386198,online:58775236-4620-43ad-8433-594691181531,online:58775236-4620-43ad-8433-594691181531_17,0,0.044116307837031875,0.9558836921629681,0,True,de_vertigo,17,0.9558836921629681,t_high_probability,2933,0.20570148669961624,-3.0758067384132572,0.04411630783703206,3,ct_armor,0,-0.2752525429888203,toward_t
f9f86156-544c-4b95-b4ca-cb5b33386198,online:58775236-4620-43ad-8433-594691181531,online:58775236-4620-43ad-8433-594691181531_17,0,0.044116307837031875,0.9558836921629681,0,True,de_vertigo,17,0.9558836921629681,t_high_probability,2933,0.20570148669961624,-3.0758067384132572,0.04411630783703206,4,grenade_diff_ct,-16,-0.23422533528486966,toward_t
f9f86156-544c-4b95-b4ca-cb5b33386198,online:58775236-4620-43ad-8433-594691181531,online:58775236-4620-43ad-8433-594691181531_17,0,0.044116307837031875,0.9558836921629681,0,True,de_vertigo,17,0.9558836921629681,t_high_probability,2933,0.20570148669961624,-3.0758067384132572,0.04411630783703206,5,armor_diff_ct,-5,-0.19000372413465805,toward_t
f9f86156-544c-4b95-b4ca-cb5b33386198,online:58775236-4620-43ad-8433-594691181531,online:58775236-4620-43ad-8433-594691181531_17,0,0.044116307837031875,0.9558836921629681,0,True,de_vertigo,17,0.9558836921629681,t_high_probability,2933,0.20570148669961624,-3.0758067384132572,0.04411630783703206,6,t_eq_value,21300,-0.10599723051982463,toward_t
f9f86156-544c-4b95-b4ca-cb5b33386198,online:58775236-4620-43ad-8433-594691181531,online:58775236-4620-43ad-8433-594691181531_17,0,0.044116307837031875,0.9558836921629681,0,True,de_vertigo,17,0.9558836921629681,t_high_probability,2933,0.20570148669961624,-3.0758067384132572,0.04411630783703206,7,rifle_diff_ct,-3,-0.06775883133156044,toward_t
f9f86156-544c-4b95-b4ca-cb5b33386198,online:58775236-4620-43ad-8433-594691181531,online:58775236-4620-43ad-8433-594691181531_17,0,0.044116307837031875,0.9558836921629681,0,True,de_vertigo,17,0.9558836921629681,t_high_probability,2933,0.20570148669961624,-3.0758067384132572,0.04411630783703206,8,helmet_diff_ct,-4,-0.04393972202613855,toward_t
f9f86156-544c-4b95-b4ca-cb5b33386198,online:58775236-4620-43ad-8433-594691181531,online:58775236-4620-43ad-8433-594691181531_17,0,0.044116307837031875,0.9558836921629681,0,True,de_vertigo,17,0.9558836921629681,t_high_probability,2933,0.20570148669961624,-3.0758067384132572,0.04411630783703206,9,score_diff_ct,-8,-0.02228404645468542,toward_t
f9f86156-544c-4b95-b4ca-cb5b33386198,online:58775236-4620-43ad-8433-594691181531,online:58775236-4620-43ad-8433-594691181531_17,0,0.044116307837031875,0.9558836921629681,0,True,de_vertigo,17,0.9558836921629681,t_high_probability,2933,0.20570148669961624,-3.0758067384132572,0.04411630783703206,10,map_name_de_vertigo,True,-0.018260528724922617,toward_t
90da2c53-5a02-4f16-8abe-f2235da5ffbd,online:478d378e-e7c1-4d64-a3f3-679ee18f27b5,online:478d378e-e7c1-4d64-a3f3-679ee18f27b5_17,0,0.9704182077374078,0.029581792262592166,1,False,de_nuke,17,0.9704182077374078,high_confidence_error,2785,0.20570148669961624,3.490568074781295,0.9704182077374078,1,t_eq_value,1500,1.0771146443858501,toward_ct
90da2c53-5a02-4f16-8abe-f2235da5ffbd,online:478d378e-e7c1-4d64-a3f3-679ee18f27b5,online:478d378e-e7c1-4d64-a3f3-679ee18f27b5_17,0,0.9704182077374078,0.029581792262592166,1,False,de_nuke,17,0.9704182077374078,high_confidence_error,2785,0.20570148669961624,3.490568074781295,0.9704182077374078,2,eq_value_diff_ct,18150,1.0330017594415983,toward_ct
90da2c53-5a02-4f16-8abe-f2235da5ffbd,online:478d378e-e7c1-4d64-a3f3-679ee18f27b5,online:478d378e-e7c1-4d64-a3f3-679ee18f27b5_17,0,0.9704182077374078,0.029581792262592166,1,False,de_nuke,17,0.9704182077374078,high_confidence_error,2785,0.20570148669961624,3.490568074781295,0.9704182077374078,3,helmet_diff_ct,5,0.5395880236435334,toward_ct
90da2c53-5a02-4f16-8abe-f2235da5ffbd,online:478d378e-e7c1-4d64-a3f3-679ee18f27b5,online:478d378e-e7c1-4d64-a3f3-679ee18f27b5_17,0,0.9704182077374078,0.029581792262592166,1,False,de_nuke,17,0.9704182077374078,high_confidence_error,2785,0.20570148669961624,3.490568074781295,0.9704182077374078,4,armor_diff_ct,5,0.18408783602120082,toward_ct
