series_id,game_id,round_id,map_name,round_num,y_true,ct_win_probability,predicted_label,correct,prediction_confidence,case_type,row_position,base_value_log_odds,model_log_odds,reconstructed_ct_probability,contribution_rank,feature,feature_value,shap_value_log_odds,direction
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:946b0351-728d-41c6-9964-9b20f21df71d,online:946b0351-728d-41c6-9964-9b20f21df71d_5,de_ancient,5,1,0.9824344515800476,1,True,0.9824344515800476,ct_high_probability,3321,0.17151962220668793,4.0240936279296875,0.9824344431224886,1,t_eq_value,1000,1.6016055345535278,toward_ct
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:946b0351-728d-41c6-9964-9b20f21df71d,online:946b0351-728d-41c6-9964-9b20f21df71d_5,de_ancient,5,1,0.9824344515800476,1,True,0.9824344515800476,ct_high_probability,3321,0.17151962220668793,4.0240936279296875,0.9824344431224886,2,eq_value_diff_ct,25050,1.0232106447219849,toward_ct
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:946b0351-728d-41c6-9964-9b20f21df71d,online:946b0351-728d-41c6-9964-9b20f21df71d_5,de_ancient,5,1,0.9824344515800476,1,True,0.9824344515800476,ct_high_probability,3321,0.17151962220668793,4.0240936279296875,0.9824344431224886,3,helmet_diff_ct,5,0.29018399119377136,toward_ct
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:946b0351-728d-41c6-9964-9b20f21df71d,online:946b0351-728d-41c6-9964-9b20f21df71d_5,de_ancient,5,1,0.9824344515800476,1,True,0.9824344515800476,ct_high_probability,3321,0.17151962220668793,4.0240936279296875,0.9824344431224886,4,t_armor,0,0.26238879561424255,toward_ct
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:946b0351-728d-41c6-9964-9b20f21df71d,online:946b0351-728d-41c6-9964-9b20f21df71d_5,de_ancient,5,1,0.9824344515800476,1,True,0.9824344515800476,ct_high_probability,3321,0.17151962220668793,4.0240936279296875,0.9824344431224886,5,rifle_diff_ct,4,0.1492139846086502,toward_ct
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:946b0351-728d-41c6-9964-9b20f21df71d,online:946b0351-728d-41c6-9964-9b20f21df71d_5,de_ancient,5,1,0.9824344515800476,1,True,0.9824344515800476,ct_high_probability,3321,0.17151962220668793,4.0240936279296875,0.9824344431224886,6,ct_eq_value,26050,0.10654689371585846,toward_ct
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:946b0351-728d-41c6-9964-9b20f21df71d,online:946b0351-728d-41c6-9964-9b20f21df71d_5,de_ancient,5,1,0.9824344515800476,1,True,0.9824344515800476,ct_high_probability,3321,0.17151962220668793,4.0240936279296875,0.9824344431224886,7,armor_diff_ct,5,0.09446065872907639,toward_ct
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:946b0351-728d-41c6-9964-9b20f21df71d,online:946b0351-728d-41c6-9964-9b20f21df71d_5,de_ancient,5,1,0.9824344515800476,1,True,0.9824344515800476,ct_high_probability,3321,0.17151962220668793,4.0240936279296875,0.9824344431224886,8,grenade_diff_ct,20,0.0898967832326889,toward_ct
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:946b0351-728d-41c6-9964-9b20f21df71d,online:946b0351-728d-41c6-9964-9b20f21df71d_5,de_ancient,5,1,0.9824344515800476,1,True,0.9824344515800476,ct_high_probability,3321,0.17151962220668793,4.0240936279296875,0.9824344431224886,9,t_rifles,0,0.08390440046787262,toward_ct
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:946b0351-728d-41c6-9964-9b20f21df71d,online:946b0351-728d-41c6-9964-9b20f21df71d_5,de_ancient,5,1,0.9824344515800476,1,True,0.9824344515800476,ct_high_probability,3321,0.17151962220668793,4.0240936279296875,0.9824344431224886,10,score_diff_ct,2,0.02911493368446827,toward_ct
cd39478e-f125-44c7-bdeb-90ba52fed8a3,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631_3,de_inferno,3,0,0.03435879200696945,0,True,0.96564120054245,t_high_probability,1836,0.17151962220668793,-3.3359344005584717,0.03435879216695475,1,ct_eq_value,1500,-1.3300740718841553,toward_t
cd39478e-f125-44c7-bdeb-90ba52fed8a3,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631_3,de_inferno,3,0,0.03435879200696945,0,True,0.96564120054245,t_high_probability,1836,0.17151962220668793,-3.3359344005584717,0.03435879216695475,2,eq_value_diff_ct,-19800,-1.315732479095459,toward_t
cd39478e-f125-44c7-bdeb-90ba52fed8a3,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631_3,de_inferno,3,0,0.03435879200696945,0,True,0.96564120054245,t_high_probability,1836,0.17151962220668793,-3.3359344005584717,0.03435879216695475,3,ct_armor,0,-0.23970463871955872,toward_t
cd39478e-f125-44c7-bdeb-90ba52fed8a3,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631_3,de_inferno,3,0,0.03435879200696945,0,True,0.96564120054245,t_high_probability,1836,0.17151962220668793,-3.3359344005584717,0.03435879216695475,4,grenade_diff_ct,-17,-0.18020358681678772,toward_t
cd39478e-f125-44c7-bdeb-90ba52fed8a3,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631_3,de_inferno,3,0,0.03435879200696945,0,True,0.96564120054245,t_high_probability,1836,0.17151962220668793,-3.3359344005584717,0.03435879216695475,5,rifle_diff_ct,-3,-0.09922391176223755,toward_t
cd39478e-f125-44c7-bdeb-90ba52fed8a3,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631_3,de_inferno,3,0,0.03435879200696945,0,True,0.96564120054245,t_high_probability,1836,0.17151962220668793,-3.3359344005584717,0.03435879216695475,6,armor_diff_ct,-5,-0.09507154673337936,toward_t
cd39478e-f125-44c7-bdeb-90ba52fed8a3,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631_3,de_inferno,3,0,0.03435879200696945,0,True,0.96564120054245,t_high_probability,1836,0.17151962220668793,-3.3359344005584717,0.03435879216695475,7,t_eq_value,21300,-0.05401231348514557,toward_t
cd39478e-f125-44c7-bdeb-90ba52fed8a3,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631_3,de_inferno,3,0,0.03435879200696945,0,True,0.96564120054245,t_high_probability,1836,0.17151962220668793,-3.3359344005584717,0.03435879216695475,8,helmet_diff_ct,-5,-0.04104221612215042,toward_t
cd39478e-f125-44c7-bdeb-90ba52fed8a3,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631_3,de_inferno,3,0,0.03435879200696945,0,True,0.96564120054245,t_high_probability,1836,0.17151962220668793,-3.3359344005584717,0.03435879216695475,9,score_diff_ct,-2,-0.035869043320417404,toward_t
cd39478e-f125-44c7-bdeb-90ba52fed8a3,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631_3,de_inferno,3,0,0.03435879200696945,0,True,0.96564120054245,t_high_probability,1836,0.17151962220668793,-3.3359344005584717,0.03435879216695475,10,map_name_de_inferno,True,-0.034717924892902374,toward_t
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,de_vertigo,2,0,0.9772343635559082,1,False,0.9772343635559082,high_confidence_error,2243,0.17151962220668793,3.7594759464263916,0.9772344006614292,1,t_eq_value,1100,1.5637706518173218,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,de_vertigo,2,0,0.9772343635559082,1,False,0.9772343635559082,high_confidence_error,2243,0.17151962220668793,3.7594759464263916,0.9772344006614292,2,eq_value_diff_ct,18850,1.026831865310669,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,de_vertigo,2,0,0.9772343635559082,1,False,0.9772343635559082,high_confidence_error,2243,0.17151962220668793,3.7594759464263916,0.9772344006614292,3,helmet_diff_ct,5,0.29018399119377136,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,de_vertigo,2,0,0.9772343635559082,1,False,0.9772343635559082,high_confidence_error,2243,0.17151962220668793,3.7594759464263916,0.9772344006614292,4,t_armor,0,0.2504805326461792,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,de_vertigo,2,0,0.9772343635559082,1,False,0.9772343635559082,high_confidence_error,2243,0.17151962220668793,3.7594759464263916,0.9772344006614292,5,ct_eq_value,19950,0.10677634924650192,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,de_vertigo,2,0,0.9772343635559082,1,False,0.9772343635559082,high_confidence_error,2243,0.17151962220668793,3.7594759464263916,0.9772344006614292,6,grenade_diff_ct,16,0.08988342434167862,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,de_vertigo,2,0,0.9772343635559082,1,False,0.9772343635559082,high_confidence_error,2243,0.17151962220668793,3.7594759464263916,0.9772344006614292,7,armor_diff_ct,5,0.08817879110574722,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,de_vertigo,2,0,0.9772343635559082,1,False,0.9772343635559082,high_confidence_error,2243,0.17151962220668793,3.7594759464263916,0.9772344006614292,8,t_rifles,0,0.08390440046787262,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,de_vertigo,2,0,0.9772343635559082,1,False,0.9772343635559082,high_confidence_error,2243,0.17151962220668793,3.7594759464263916,0.9772344006614292,9,score_diff_ct,1,0.028507821261882782,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,de_vertigo,2,0,0.9772343635559082,1,False,0.9772343635559082,high_confidence_error,2243,0.17151962220668793,3.7594759464263916,0.9772344006614292,10,ct_armor,5,0.01947055570781231,toward_ct
